losses/approx_kl,losses/value_loss,_runtime,losses/old_approx_kl,losses/entropy,_timestamp,charts/SPS,losses/clipfrac,global_step,losses/explained_variance,losses/policy_loss,charts/episodic_return,charts/episodic_length,_step,charts/learning_rate
0.00028571300208568573,48.529319763183594,69.82709169387817,-0.003741549327969551,0.46469050645828247,1763260128.2649467,506.0,0.0,22016,0.34651875495910645,0.003995977342128754,,,340,0.00028686635778285563
,,74.34505105018616,,,1763260132.782906,,,24324,,,127.0,127.0,370,
3.1567178666591644e-05,48.80582809448242,75.20079183578491,0.0017289360985159874,0.5617744326591492,1763260133.6386468,505.0,0.0,24704,-0.25895822048187256,0.000776924192905426,,,375,0.0002852534526027739
,,79.00345468521118,,,1763260137.4413097,,,26262,,,109.0,109.0,396,
,,84.00952982902527,,,1763260142.4473848,,,28536,,,118.0,118.0,425,
,,86.47820210456848,,,1763260144.916057,,,29579,,,107.0,107.0,441,
0.000737200491130352,5.218644618988037,87.86490297317505,-0.006605650298297405,0.5463942885398865,1763260146.302758,491.0,0.0,30208,0.9763191342353821,8.03917646408081e-05,,,450,0.00028195083723403513
,,90.59533429145813,,,1763260149.0331893,,,31376,,,141.0,141.0,471,
,,92.17985963821411,,,1763260150.6177146,,,32149,,,296.0,296.0,481,
0.0003402605652809143,5.241772174835205,93.75769996643066,-0.0019645243883132935,0.5731292963027954,1763260152.195555,488.0,0.0,32896,0.9752241969108582,-0.0007537603378295898,,,490,0.0002803379320539534
2.167094498872757e-05,98.05968475341797,96.00450491905212,-0.00030959490686655045,0.560404896736145,1763260154.44236,487.0,0.0,33920,-0.11989164352416992,-0.0008601322770118713,,,504,0.00027972349198535085
,,97.73274612426758,,,1763260156.1706011,,,34888,,,316.0,316.0,515,
6.208475679159164e-05,210.60110473632812,100.45402669906616,0.0023479731753468513,0.5830786824226379,1763260158.8918817,488.0,0.0,36224,0.10511648654937744,0.0020086783915758133,,,530,0.0002783410018309951
0.0027196090668439865,5.658077239990234,102.16880130767822,0.001950601115822792,0.6243809461593628,1763260160.6066563,489.0,0.00390625,37120,0.9584858417510986,-0.0009732544422149658,,,539,0.00027780336677096784
2.527143806219101e-05,8.731276512145996,103.49590420722961,-0.0002769334241747856,0.49973064661026,1763260161.9337592,489.0,0.0,37760,-0.05691635608673096,-0.0003911256790161133,,,547,0.00027741934172809124
0.0007584625855088234,252.61753845214844,105.00288510322571,0.014276732690632343,0.5234291553497314,1763260163.44074,489.0,0.0,38528,0.0037652254104614258,-0.020148128271102905,,,555,0.0002769585116766393
0.0017693759873509407,9.718496322631836,105.77027821540833,0.01127553265541792,0.588510274887085,1763260164.2081332,490.0,0.0,38912,-0.06398725509643555,-0.013055779039859772,,,559,0.00027672809665091336
,,107.16266393661499,,,1763260165.600519,,,39608,,,139.0,139.0,568,
0.0001323176547884941,4.505029678344727,112.03970694541931,0.0012257164344191551,0.6061009764671326,1763260170.477562,490.0,0.0,41984,0.59717857837677,-0.002727178856730461,,,595,0.00027488480554893613
,,114.63970065116882,,,1763260173.0775557,,,43246,,,183.0,183.0,612,
0.00023347977548837662,2.16835880279541,115.10107755661011,0.002840817905962467,0.5963844656944275,1763260173.5389326,489.0,0.0,43392,0.9330499768257141,-0.0034699533134698868,,,614,0.0002740399504546076
,,117.46008849143982,,,1763260175.8979435,,,44505,,,327.0,327.0,630,
,,118.36111259460449,,,1763260176.7989676,,,44922,,,217.0,217.0,636,
0.002010909840464592,78.62196350097656,119.10343623161316,0.013510983437299728,0.5656120777130127,1763260177.5412912,487.0,0.0,45184,0.32493698596954346,-0.00519891083240509,,,640,0.0002729646803345531
,,120.76259469985962,,,1763260179.2004497,,,45973,,,308.0,308.0,650,
6.073154509067535e-06,155.70814514160156,123.2092673778534,0.0005843592807650566,0.6078473329544067,1763260181.6471224,486.0,0.0,47104,0.3729994297027588,-0.0008296966552734375,,,664,0.0002718126052059233
0.0007925042882561684,8.50255298614502,126.93981337547302,-0.0018423041328787804,0.5043081641197205,1763260185.3776684,487.0,0.0,49024,-0.6540240049362183,-0.013531327247619629,,,684,0.0002706605300772935
9.699724614620209e-06,2.536893129348755,127.93519163131714,-0.0006076181307435036,0.496209055185318,1763260186.3730466,487.0,0.0,49536,0.36307966709136963,-0.000624142587184906,,,689,0.00027035331004299223
1.211557537317276e-05,2.6324148178100586,129.7288978099823,7.792096585035324e-05,0.5572845339775085,1763260188.1667528,487.0,0.0,50432,-0.014783859252929688,-0.00011137314140796661,,,698,0.000269815674982965
0.0001436648890376091,291.85595703125,130.5218961238861,-0.00010937917977571487,0.5368710160255432,1763260188.9597511,487.0,0.0,50816,0.00017303228378295898,-0.0003816317766904831,,,702,0.00026958525995723903
0.0009645326063036919,74.31649017333984,131.55484294891357,0.00325943436473608,0.5042310357093811,1763260189.992698,487.0,0.0,51328,0.16386103630065918,-0.014809496700763702,,,707,0.00026927803992293775
0.005649302154779434,0.43699726462364197,135.73257780075073,0.03431028127670288,0.507824182510376,1763260194.1704328,488.0,0.005859375,53376,0.9700273275375366,-0.01605631411075592,,,729,0.0002680491597857326
0.009149128571152687,274.6004943847656,140.04741621017456,0.027815766632556915,0.45033755898475647,1763260198.4852712,486.0,0.015625,55296,0.4047980308532715,-0.04269245266914368,,,757,0.0002668970846571028
0.0015665246173739433,24.574430465698242,140.8513526916504,0.0003362474963068962,0.5458755493164062,1763260199.2892077,486.0,0.0,55680,0.8548481464385986,-0.001903139054775238,,,762,0.00026666666963137686
0.003722342662513256,19.678640365600586,141.68896460533142,0.008606108836829662,0.5219125151634216,1763260200.1268196,486.0,0.01953125,56064,0.9739590287208557,-0.02670968882739544,,,767,0.0002664362546056509
0.00021224282681941986,1.9048203229904175,143.04723954200745,0.0021692607551813126,0.5473747253417969,1763260201.4850945,485.0,0.0,56704,0.9685547947883606,-0.00473969429731369,,,775,0.0002660522295627743
,,145.38497376441956,,,1763260203.8228288,,,57875,,,300.0,300.0,788,
0.0003818431869149208,32.85157775878906,147.1401994228363,0.0027350308373570442,0.5495176315307617,1763260205.5780544,486.0,0.0,58752,0.9057809710502625,-0.014696560800075531,,,797,0.0002648233494255692
4.631001502275467e-05,14.032693862915039,148.84872937202454,0.0034097814932465553,0.5294864177703857,1763260207.2865844,486.0,0.0,59648,0.2991316318511963,0.0017933286726474762,,,806,0.00026428571436554193
,,150.43466353416443,,,1763260208.8725185,,,60469,,,313.0,313.0,815,
0.00030792132019996643,305.17523193359375,158.7055311203003,-0.004285639151930809,0.5572425127029419,1763260217.1433861,487.0,0.0,64512,0.30722665786743164,4.9600377678871155e-05,,,863,0.00026136712403967977
0.0003542136400938034,0.9304609894752502,160.2479271888733,0.005905697122216225,0.628076434135437,1763260218.6857822,487.0,0.0,65280,-1.6596274375915527,-0.0023215636610984802,,,872,0.00026090629398822784
,,160.8167645931244,,,1763260219.2546196,,,65570,,,216.0,216.0,876,
,,169.04595851898193,,,1763260227.4838135,,,69606,,,101.0,101.0,922,
,,170.186194896698,,,1763260228.62405,,,70124,,,292.0,292.0,930,
0.003441375680267811,0.4526810944080353,171.8234179019928,0.012310587801039219,0.5464946627616882,1763260230.261273,487.0,0.001953125,70912,-0.14421796798706055,-0.0019620731472969055,,,938,0.00025752687361091375
7.424317300319672e-05,0.7983888983726501,172.36012506484985,0.00021535158157348633,0.5459288358688354,1763260230.79798,487.0,0.0,71168,-1.49045729637146,-0.0016854777932167053,,,941,0.0002573732635937631
0.0006596026942133904,0.39982327818870544,172.59934425354004,0.0011875992640852928,0.5647634267807007,1763260231.0371993,487.0,0.0,71296,0.019814491271972656,-0.00837499275803566,,,942,0.0002572964585851878
0.00012434273958206177,0.3343777060508728,173.84404397010803,6.523914635181427e-05,0.5443344712257385,1763260232.281899,487.0,0.0,71936,0.49381548166275024,-0.0008729808032512665,,,948,0.0002569124335423112
0.00040239468216896057,571.0908203125,178.89532208442688,0.004721000790596008,0.48111334443092346,1763260237.333177,488.0,0.0,74496,0.0001080632209777832,0.004057316109538078,,,974,0.0002553763333708048
0.00022285431623458862,0.0805673897266388,180.10818243026733,0.0018754694610834122,0.4801273047924042,1763260238.5460374,488.0,0.0,75136,0.03953850269317627,0.0011014416813850403,,,980,0.0002549923083279282
0.0019534071907401085,0.06730253994464874,181.10443544387817,0.009140814654529095,0.4473968744277954,1763260239.5422904,488.0,0.0,75648,0.13865429162979126,-0.005246266722679138,,,985,0.0002546850882936269
0.00641827005892992,0.04105662927031517,183.04507994651794,-0.00490360613912344,0.5303170084953308,1763260241.482935,489.0,0.009765625,76672,-0.4629002809524536,-0.0469476655125618,,,995,0.00025407064822502434
0.008102050051093102,0.004466462414711714,183.52779626846313,-0.028797877952456474,0.48631051182746887,1763260241.9656513,489.0,0.01953125,76928,-0.029248595237731934,-0.04442521184682846,,,997,0.0002539170382078737
0.002890690229833126,0.008124541491270065,186.9480094909668,-0.012395021505653858,0.5125435590744019,1763260245.3858645,490.0,0.00390625,78720,-1.0971167087554932,-0.013456106185913086,,,1015,0.0002528417680878192
0.0018018707633018494,0.00787564180791378,187.91628742218018,0.001814272254705429,0.5210527777671814,1763260246.3541424,490.0,0.001953125,79232,-0.986400842666626,0.010236110538244247,,,1020,0.00025253454805351794
,,190.17075562477112,,,1763260248.6086106,,,80488,,,500.0,500.0,1031,
0.0017926432192325592,0.00042657245649024844,194.15973734855652,0.0017334744334220886,0.4444080591201782,1763260252.5975924,491.0,0.00390625,82432,0.3473263382911682,0.0025343894958496094,,,1050,0.0002506144519429654
0.00017144624143838882,0.004897420294582844,194.67263412475586,0.0013657594099640846,0.5303622484207153,1763260253.1104891,491.0,0.0,82688,0.24018454551696777,-0.001845305785536766,,,1053,0.00025046084192581475
0.0005134064704179764,0.004412712529301643,195.691232919693,0.0011112000793218613,0.5181461572647095,1763260254.129088,491.0,0.0,83200,-0.4841729402542114,0.0012151598930358887,,,1058,0.00025015362189151347
0.0011386023834347725,0.0007372157415375113,200.609472990036,0.026698648929595947,0.4620676040649414,1763260259.047328,492.0,0.0,85760,0.3668815493583679,-0.008458863943815231,,,1083,0.00024861752172000706
0.0002728337422013283,341.762451171875,201.77243423461914,-0.0014013173058629036,0.5468764901161194,1763260260.2102892,493.0,0.0,86528,0.0010291337966918945,-0.002593792974948883,,,1091,0.00024815669166855514
0.0004267096519470215,487.2393798828125,203.500892162323,0.00822143442928791,0.5366554260253906,1763260261.9387472,497.0,0.0,88064,0.00047767162322998047,0.004194755107164383,,,1106,0.0002472350315656513
0.0008282074704766273,0.00034576462348923087,205.4574327468872,0.0020883316174149513,0.4454346299171448,1763260263.8952878,498.0,0.0,89344,-0.08101606369018555,-0.00796964019536972,,,1118,0.0002464669814798981
,,206.5875678062439,,,1763260265.0254228,,,89988,,,500.0,500.0,1125,
0.0005768332630395889,0.000425671722041443,208.10178184509277,0.0024720467627048492,0.48742619156837463,1763260266.5396369,500.0,0.0,90880,-0.9655748605728149,-0.001107722520828247,,,1133,0.00024554532137699425
1.9506551325321198e-05,279.0699157714844,210.16833662986755,9.066332131624222e-05,0.4932708442211151,1763260268.6061916,500.0,0.0,92032,0.00029653310775756836,-0.0010464787483215332,,,1145,0.00024485407629981637
,,213.198650598526,,,1763260271.6365056,,,93988,,,500.0,500.0,1164,
0.0013359310105443,249.16017150878906,213.33605861663818,0.013798675499856472,0.5680679082870483,1763260271.7739136,503.0,0.0,94080,0.0005194544792175293,-0.004824548959732056,,,1165,0.00024362519616261125
0.0003820359706878662,0.0004753258253913373,214.2181122303009,0.009804826229810715,0.5482763051986694,1763260272.6559672,504.0,0.0,94848,0.14592218399047852,-0.0014154259115457535,,,1172,0.00024316436611115932
0.009747215546667576,0.0003705373383127153,215.33840799331665,0.030122123658657074,0.4939911961555481,1763260273.776263,507.0,0.041015625,95872,0.13904601335525513,-0.007922813296318054,,,1181,0.00024254992604255676
0.014934197068214417,0.0004200722323730588,215.99370861053467,-0.04219561442732811,0.5102265477180481,1763260274.4315636,508.0,0.029296875,96384,-0.4240363836288452,-0.017716184258461,,,1186,0.00024224270600825548
,,217.92310762405396,,,1763260276.3609626,,,97488,,,500.0,500.0,1197,
0.0016171792522072792,142.2574005126953,220.83295392990112,0.0045399973168969154,0.4325852692127228,1763260279.270809,509.0,0.0,99072,0.00021260976791381836,-0.006268836557865143,,,1213,0.00024062980082817376
0.008969683200120926,0.0003196792968083173,221.2228763103485,0.01765664666891098,0.4895608425140381,1763260279.6607313,509.0,0.044921875,99328,-0.028849363327026367,-0.015896037220954895,,,1215,0.00024047619081102312
0.00012451410293579102,0.00020038952061440796,223.78041791915894,-0.0009317044168710709,0.5252971649169922,1763260282.218273,508.0,0.0,100480,-0.3238205909729004,-0.0016696900129318237,,,1226,0.00023978494573384523
0.00016684643924236298,0.00031604617834091187,224.45077419281006,-0.004687326028943062,0.4680880010128021,1763260282.8886292,509.0,0.0,100864,-0.036109089851379395,-0.0010702013969421387,,,1230,0.00023955453070811927
0.01489902101457119,0.000868786359205842,225.0763816833496,-0.012046821415424347,0.5067206621170044,1763260283.5142367,509.0,0.03515625,101248,-0.7909057140350342,-0.025102999061346054,,,1234,0.0002393241156823933
0.0012211315333843231,0.00023913104087114334,226.4047966003418,-0.010570479556918144,0.5414717793464661,1763260284.8426516,511.0,0.0,102400,0.17128270864486694,0.0003865193575620651,,,1245,0.00023863287060521543
0.0013664625585079193,0.00039509322959929705,227.46773433685303,0.007286474108695984,0.5011337399482727,1763260285.9055893,513.0,0.01953125,103296,-0.5136125087738037,0.0014717541635036469,,,1254,0.0002380952355451882
,,229.40616059303284,,,1763260287.8440156,,,104988,,,500.0,500.0,1271,
0.0027192262932658195,0.00022167721181176603,233.41613626480103,0.009702793322503567,0.563117504119873,1763260291.8539913,521.0,0.00390625,107904,0.1870538592338562,-0.006005622446537018,,,1299,0.00023533025523647666
0.0007814178243279457,95.177001953125,240.80707025527954,0.010224363766610622,0.4896666705608368,1763260299.2449253,522.0,0.0,112000,4.106760025024414e-05,0.01120152696967125,,,1339,0.00023287250951398164
3.1828880310058594e-05,0.005645794793963432,241.03775572776794,0.0013348665088415146,0.4685424566268921,1763260299.4756107,522.0,0.0,112128,0.08908283710479736,-0.0007896386086940765,,,1340,0.00023279570450540632
0.0013679349794983864,313.88934326171875,242.6163022518158,-0.0007469644770026207,0.4948858320713043,1763260301.0541573,522.0,0.005859375,113024,9.685754776000977e-05,0.007302506826817989,,,1349,0.00023225806944537908
,,244.68005919456482,,,1763260303.1179142,,,114488,,,500.0,500.0,1363,
0.003946446813642979,0.010130628943443298,244.9657483100891,0.016406148672103882,0.5069312453269958,1763260303.4036033,524.0,0.001953125,114688,0.1336815357208252,-0.0210432019084692,,,1365,0.00023125960433389992
0.0019292933866381645,0.009148994460701942,245.58322501182556,0.0008862586691975594,0.5100831985473633,1763260304.02108,525.0,0.0,115200,-0.07285034656524658,-0.012629248201847076,,,1370,0.00023095238429959863
0.0006122533231973648,0.0065931943245232105,246.8564817905426,-0.0050446949899196625,0.5520448684692383,1763260305.2943368,527.0,0.0,116224,-0.322559118270874,-0.0028428342193365097,,,1380,0.00023033794423099607
0.008946776390075684,0.000970010703895241,246.9866487979889,0.011020461097359657,0.5112313628196716,1763260305.4245038,527.0,0.013671875,116352,-0.28362321853637695,-0.027548134326934814,,,1381,0.00023026113922242075
0.0005148844793438911,255.828857421875,247.77240324020386,-0.0035008778795599937,0.5384922027587891,1763260306.2102582,528.0,0.0,116992,-8.511543273925781e-05,-0.001888282597064972,,,1388,0.00022987711417954415
0.0009081494063138962,0.0003906028578057885,248.6583924293518,0.01009766198694706,0.5666584372520447,1763260307.0962474,529.0,0.0,117760,-0.13963472843170166,0.0016507506370544434,,,1395,0.00022941628412809223
0.0014013685286045074,0.009027823805809021,249.08650541305542,0.01310641411691904,0.5054277181625366,1763260307.5243604,530.0,0.0,118144,-0.13673138618469238,-0.002824164927005768,,,1399,0.00022918586910236627
0.0028066635131835938,0.0002923065621871501,249.81913781166077,0.013967619277536869,0.5683717131614685,1763260308.2569928,531.0,0.005859375,118784,-0.7664692401885986,0.010993586853146553,,,1405,0.00022880184405948967
0.003117736428976059,0.011684882454574108,252.99483013153076,-0.004352426156401634,0.46983903646469116,1763260311.4326851,535.0,0.00390625,121472,-0.8446874618530273,0.00787288136780262,,,1432,0.00022718893887940794
0.00123593769967556,0.000421861739596352,253.1494541168213,-0.002563420683145523,0.5070908665657043,1763260311.5873091,536.0,0.005859375,121600,-0.6066087484359741,0.00797002948820591,,,1433,0.00022711213387083262
,,255.60765480995178,,,1763260314.0455098,,,123778,,,500.0,500.0,1455,
0.0034194933250546455,134.01904296875,255.75429248809814,-0.015613985247910023,0.49507832527160645,1763260314.1921475,540.0,0.0078125,123904,-7.486343383789062e-05,-0.037320297211408615,,,1456,0.00022572964371647686
0.001652880571782589,0.0006611187709495425,255.9126923084259,-0.00014736037701368332,0.5255043506622314,1763260314.3505473,540.0,0.0,124032,-0.2257143259048462,-0.0036487970501184464,,,1457,0.00022565283870790154
0.0008115330711007118,306.01202392578125,264.44718861579895,0.0034280112013220787,0.5773040056228638,1763260322.8850436,545.0,0.0,129792,-9.882450103759766e-05,0.0040535954758524895,,,1514,0.00022219661332201213
0.005838870070874691,0.0004143265832681209,265.73514914512634,0.00040274765342473984,0.5258752107620239,1763260324.1730042,545.0,0.0078125,130560,-0.17302334308624268,0.008602738380432129,,,1521,0.00022173579782247543
8.352193981409073e-05,0.008157633244991302,266.3813648223877,-0.002411617897450924,0.5462937951087952,1763260324.8192198,545.0,0.0,130944,-0.24311935901641846,-0.002223304472863674,,,1525,0.00022150538279674947
0.0002691345289349556,0.0002993617090396583,266.78723978996277,0.002216423861682415,0.5245916247367859,1763260325.2250948,545.0,0.0,131200,-0.051985859870910645,-0.0035737957805395126,,,1527,0.00022135177277959883
0.0004185289144515991,144.76048278808594,267.0376160144806,0.00388183631002903,0.5087071657180786,1763260325.475471,545.0,0.0,131328,5.930662155151367e-05,0.006189489737153053,,,1529,0.0002212749677710235
0.0009952681139111519,328.326904296875,267.87849974632263,0.0005085775628685951,0.5825927257537842,1763260326.3163548,545.0,0.0,131840,-0.00018703937530517578,-0.0069491080939769745,,,1534,0.00022096774773672223
0.00012655742466449738,0.0003223738167434931,268.23082542419434,-0.0019759666174650192,0.5086228251457214,1763260326.6686804,546.0,0.0,132096,0.19013363122940063,0.004553534090518951,,,1536,0.0002208141377195716
,,268.99755358695984,,,1763260327.4354086,,,132778,,,500.0,500.0,1543,
2.2683292627334595e-05,0.008003783412277699,269.29186391830444,0.0018340498208999634,0.5653236508369446,1763260327.729719,547.0,0.0,132992,0.020423293113708496,0.00032168999314308167,,,1545,0.00022027650265954435
0.0009906617924571037,6.867928459541872e-05,269.4341850280762,0.004651122726500034,0.5185140371322632,1763260327.87204,547.0,0.0,133120,-0.038718461990356445,-0.007035009562969208,,,1546,0.00022019969765096903
,,271.2929983139038,,,1763260329.7308533,,,134278,,,500.0,500.0,1558,
0.0007563866674900055,133.64068603515625,271.48327136039734,-0.0016024000942707062,0.4920614957809448,1763260329.9211264,548.0,0.0,134400,-3.170967102050781e-05,0.00040538981556892395,,,1559,0.00021943164756521583
8.117314428091049e-05,467.64251708984375,272.11829566955566,-0.001997535116970539,0.4947417974472046,1763260330.5561507,548.0,0.0,134784,5.739927291870117e-05,-0.0022973939776420593,,,1563,0.00021920123253948987
0.0032972488552331924,0.0001520714140497148,272.6421265602112,0.006955405697226524,0.5110593438148499,1763260331.0799816,548.0,0.00390625,135168,-0.1496518850326538,0.014702647924423218,,,1566,0.0002189708175137639
0.003207375295460224,239.1084747314453,275.57207107543945,0.017002910375595093,0.5052251815795898,1763260334.009926,551.0,0.009765625,137344,-9.5367431640625e-07,0.005905330181121826,,,1588,0.00021766513236798346
0.00027447380125522614,0.006640430074185133,275.70814538002014,-0.0021138284355401993,0.4781237244606018,1763260334.1460004,551.0,0.0,137472,-0.08661031723022461,-0.002791173756122589,,,1589,0.00021758832735940814
,,276.56379532814026,,,1763260335.0016503,,,138278,,,500.0,500.0,1597,
,,277.77249217033386,,,1763260336.2103472,,,139278,,,500.0,500.0,1607,
0.00022753048688173294,0.006036715116351843,278.0649724006653,0.00033881794661283493,0.5327112674713135,1763260336.5028274,554.0,0.0,139520,-0.015943408012390137,-0.002833820879459381,,,1609,0.00021635944722220302
0.0034367507323622704,0.00035677148844115436,278.19589614868164,-0.0022968510165810585,0.5777533650398254,1763260336.6337512,554.0,0.0078125,139648,-0.11603999137878418,-0.022933345288038254,,,1610,0.0002162826422136277
,,278.36197209358215,,,1763260336.799827,,,139778,,,500.0,500.0,1612,
0.004939500242471695,0.00013753421080764383,279.9609446525574,-0.028194550424814224,0.4924529492855072,1763260338.3987997,556.0,0.021484375,141184,-0.21090936660766602,-0.008373014628887177,,,1626,0.00021536098211072385
,,281.61272859573364,,,1763260340.0505836,,,142405,,,500.0,500.0,1638,
,,289.40127968788147,,,1763260347.8391347,,,147405,,,500.0,500.0,1687,
0.0010920995846390724,228.29501342773438,295.37314772605896,-0.002417610026896,0.5185045599937439,1763260353.8110027,564.0,0.0,151936,-9.810924530029297e-05,-0.0007992219179868698,,,1732,0.00020890937594231218
0.00040483009070158005,0.0001579478703206405,297.6047043800354,-0.0074021825566887856,0.5369729399681091,1763260356.0425594,565.0,0.0,153344,0.09899258613586426,-0.003456912934780121,,,1745,0.00020806452084798366
0.0009453827515244484,0.006811157800257206,298.6436309814453,-0.0008091861382126808,0.5638967156410217,1763260357.081486,566.0,0.0,154112,-0.04171478748321533,-0.01509501039981842,,,1753,0.00020760369079653174
0.0006029130890965462,0.00018032174557447433,298.76787281036377,-7.615331560373306e-05,0.5163207054138184,1763260357.2057278,566.0,0.0,154240,0.05676525831222534,-0.0021977368742227554,,,1754,0.00020752688578795642
0.000570966862142086,151.05661010742188,299.94586277008057,-0.0019909562543034554,0.5438528656959534,1763260358.3837178,567.0,0.0,155264,0.0009391903877258301,-0.0001502539962530136,,,1765,0.00020691244571935385
,,300.2647364139557,,,1763260358.7025914,,,155641,,,500.0,500.0,1768,
7.785949856042862e-05,0.00034412110107950866,301.3808362483978,0.0011091502383351326,0.5442050695419312,1763260359.8186913,569.0,0.0,156544,-2.477590322494507,-0.004803678020834923,,,1777,0.00020614439563360065
,,305.88241815567017,,,1763260364.3202732,,,160641,,,500.0,500.0,1818,
0.0005643973127007484,102.85051727294922,306.4269790649414,-0.007936845533549786,0.5830488204956055,1763260364.864834,575.0,0.0,161152,8.821487426757812e-05,0.0007545650005340576,,,1823,0.00020337941532488912
0.0004086000844836235,0.00021919430582784116,310.86700916290283,-0.0010577058419585228,0.506384015083313,1763260369.3048642,576.0,0.0,164096,0.016202092170715332,0.0057164765894412994,,,1851,0.00020161290012765676
0.0022304095327854156,0.00015547630027867854,311.4027647972107,-0.012961100786924362,0.5577466487884521,1763260369.8406198,577.0,0.005859375,164608,-0.04581582546234131,-0.005599610507488251,,,1856,0.00020130568009335548
4.908069968223572e-05,180.20669555664062,312.4712414741516,0.0007187929004430771,0.3087212145328522,1763260370.9090965,578.0,0.0,165504,0.0009696483612060547,-0.00037411972880363464,,,1868,0.00020076804503332824
0.003663388080894947,0.002316999714821577,313.2390866279602,0.020986657589673996,0.48337116837501526,1763260371.6769416,578.0,0.001953125,166016,0.001639723777770996,-0.018516700714826584,,,1873,0.00020046082499902695
