losses/old_approx_kl,losses/entropy,_runtime,_timestamp,losses/approx_kl,losses/policy_loss,_step,losses/explained_variance,global_step,losses/value_loss,charts/learning_rate,charts/episodic_length,losses/clipfrac,charts/SPS,charts/episodic_return
,,24.770694971084595,1763260079.640312,,,0,,0,,,,,,
,,25.688311100006104,1763260080.557928,,,7,,126,,,15.0,,,15.0
,,26.20841407775879,1763260081.078031,,,33,,592,,,27.0,,,27.0
-0.01589074730873108,0.6689571142196655,26.422181606292725,1763260081.2917986,0.0017497176304459572,0.008367232978343964,41,-0.004892587661743164,768,93.84834289550781,0.0002996159892063588,,0.0,948.0,
,,26.549589157104492,1763260081.4192061,,,47,,908,,,20.0,,,20.0
0.0017914725467562675,0.6543176174163818,27.040754079818726,1763260081.910371,0.0006937487050890923,-0.01040540263056755,64,-0.04195702075958252,1408,217.09194946289062,0.0002992319641634822,,0.0,985.0,
-0.002565029077231884,0.6157214641571045,27.300853729248047,1763260082.1704707,0.0006633372977375984,0.0014590993523597717,74,-0.0029314756393432617,1664,48.54621887207031,0.00029907835414633155,,0.0,985.0,
,,27.34604811668396,1763260082.215665,,,77,,1782,,,30.0,,,30.0
0.011723210103809834,0.5756873488426208,27.883983850479126,1763260082.7536008,0.0017771320417523384,-0.007426247000694275,88,0.055381715297698975,2304,508.08404541015625,0.00029869432910345495,,0.0,1014.0,
,,28.497081518173218,1763260083.3666985,,,102,,2966,,,155.0,,,155.0
,,28.6133553981781,1763260083.4829724,,,104,,3102,,,136.0,,,136.0
,,30.144359588623047,1763260085.0139766,,,133,,4821,,,35.0,,,35.0
-0.0010182131081819534,0.603157639503479,31.048981189727783,1763260085.9185982,0.00014175847172737122,0.004460655152797699,147,0.046270668506622314,5760,240.31292724609375,0.0002966205938719213,,0.0,1059.0,
-0.002333984710276127,0.5749155879020691,31.16416049003601,1763260086.0337775,0.0001420462504029274,0.0015597138553857803,149,0.03965616226196289,5888,279.6293640136719,0.000296543788863346,,0.0,1060.0,
,,31.175740480422974,1763260086.0453575,,,150,,5913,,,124.0,,,124.0
,,31.446979522705078,1763260086.3165965,,,155,,6233,,,63.0,,,63.0
,,31.558776378631592,1763260086.4283934,,,157,,6355,,,122.0,,,122.0
6.090756505727768e-05,0.600551962852478,32.57584190368652,1763260087.445459,1.301150768995285e-05,0.0006096549332141876,172,0.050510942935943604,7424,175.20455932617188,0.00029562212876044214,,0.0,1066.0,
0.007510732859373093,0.5724000334739685,34.08458995819092,1763260088.954207,0.0008920244872570038,-0.0025687217712402344,195,0.15324831008911133,9088,273.0270080566406,0.000294623663648963,,0.0,1072.0,
-0.0038456404581665993,0.5758812427520752,34.73670244216919,1763260089.6063194,0.0007074913010001183,-0.004531525075435638,203,0.012343287467956543,9728,329.7626647949219,0.0002942396386060864,,0.0,1066.0,
0.0004971083253622055,0.5878182649612427,35.665526151657104,1763260090.5351431,1.613423228263855e-05,-0.0004139021039009094,213,0.23954987525939941,10368,210.75318908691406,0.00029385561356320977,,0.0,1031.0,
,,35.83004927635193,1763260090.6996663,,,217,,10600,,,100.0,,,100.0
,,36.82365965843201,1763260091.6932766,,,228,,11414,,,422.0,,,422.0
0.0033714910969138145,0.5962291955947876,37.414103269577026,1763260092.2837203,0.003285168670117855,-0.017322957515716553,233,0.37802445888519287,11904,116.58833312988281,0.00029293395346030593,,0.009765625,1008.0,
0.0005141785368323326,0.6045098304748535,38.961573123931885,1763260093.83119,7.887370884418488e-06,-0.001367185264825821,251,0.03571677207946777,13056,91.17186737060547,0.00029224270838312805,,0.0,978.0,
-0.0010779080912470818,0.568713903427124,39.574748277664185,1763260094.4443653,9.845476597547531e-05,-0.0011358708143234253,259,-0.010117173194885254,13568,120.84857177734375,0.00029193548834882677,,0.0,971.0,
0.0005430057644844055,0.5902198553085327,40.029905796051025,1763260094.8995228,6.42184168100357e-05,0.0006308723241090775,265,-0.0014371871948242188,13952,113.95095825195312,0.0002917050733231008,,0.0,967.0,
,,40.65406250953674,1763260095.5236795,,,273,,14581,,,117.0,,,117.0
0.0029137898236513138,0.568273663520813,40.74533224105835,1763260095.6149492,0.00011104531586170197,-0.005968194454908371,274,0.15935277938842773,14592,134.69882202148438,0.0002913210482802242,,0.0,964.0,
-0.0019966354593634605,0.552649736404419,42.08752775192261,1763260096.9571447,3.616604954004288e-05,-0.001444052904844284,292,0.05337291955947876,16000,92.46116638183594,0.0002904761931858957,,0.0,971.0,
-0.0005333926528692245,0.5874078869819641,43.97304344177246,1763260098.8426604,0.00017050094902515411,0.0021249502897262573,321,0.09003043174743652,18048,211.44583129882812,0.00028924731304869056,,0.0,982.0,
-0.0016960371285676956,0.6044390201568604,44.36569356918335,1763260099.2353106,0.00040169432759284973,0.005322195589542389,327,0.2380850911140442,18432,157.94615173339844,0.0002890168980229646,,0.0,982.0,
,,44.48192071914673,1763260099.3515377,,,330,,18563,,,100.0,,,100.0
-0.0003883820027112961,0.5697008371353149,44.596192598342896,1763260099.4658096,6.496906280517578e-06,-0.0004826448857784271,332,0.18937981128692627,18688,137.60626220703125,0.00028886328800581396,,0.0,984.0,
-0.0008466737344861031,0.6197406649589539,44.93730330467224,1763260099.8069203,5.152169615030289e-05,-0.0015851501375436783,337,0.19789117574691772,19072,198.42298889160156,0.000288632872980088,,0.0,986.0,
0.013177268207073212,0.6186357736587524,45.18662452697754,1763260100.0562415,0.0006731562316417694,0.0022030221298336983,340,0.05948561429977417,19328,226.21498107910156,0.00028847926296293736,,0.013671875,987.0,
,,46.886789321899414,1763260101.7564063,,,370,,21141,,,176.0,,,176.0
,,48.731305837631226,1763260103.6009228,,,396,,23133,,,169.0,,,169.0
-0.016246497631072998,0.5596000552177429,50.88615942001343,1763260105.7557764,0.0005368785932660103,0.004210293292999268,425,0.5309418439865112,25344,84.12737274169922,0.0002848694275598973,,0.0,1002.0,
0.004785338416695595,0.5714588165283203,51.967689752578735,1763260106.8373067,0.0003035925328731537,0.0018810182809829712,441,0.03788262605667114,26496,119.5324478149414,0.0002841781824827194,,0.0,1005.0,
-0.003769221715629101,0.516372561454773,52.66429877281189,1763260107.5339158,0.005372350104153156,0.009419198147952557,450,0.9543793797492981,27264,23.2807674407959,0.0002837173524312675,,0.01953125,1007.0,
0.00027453619986772537,0.6092904806137085,54.42446517944336,1763260109.2940822,7.8604556620121e-05,0.0002630390226840973,471,0.9665151834487915,29184,40.496665954589844,0.0002825652773026377,,0.0,1012.0,
0.007672132924199104,0.6171836853027344,55.26115679740906,1763260110.1307738,0.010073929093778133,-0.05147043988108635,481,0.8335636854171753,30080,60.87178421020508,0.00028202764224261045,,0.017578125,1014.0,
,,55.75046348571777,1763260110.6200805,,,490,,30674,,,235.0,,,235.0
,,56.83649301528931,1763260111.70611,,,504,,31869,,,320.0,,,320.0
,,57.664634704589844,1763260112.5342517,,,515,,32729,,,185.0,,,185.0
-6.652437150478363e-05,0.5989460349082947,58.70448565483093,1763260113.5741026,1.4584511518478394e-06,-0.00025106966495513916,530,0.03867995738983154,33792,86.65178680419922,0.00027980029699392617,,0.0,1021.0,
-0.0006287423893809319,0.6132141351699829,59.323604106903076,1763260114.193221,4.556961357593536e-06,-0.00022573769092559814,539,-0.00718843936920166,34432,85.86493682861328,0.00027941627195104957,,0.0,1021.0,
0.0023959502577781677,0.5938317179679871,60.00678563117981,1763260114.8764026,0.0003568846732378006,-0.002183910459280014,547,0.7579406499862671,35200,42.539649963378906,0.00027895544189959764,,0.0,1023.0,
0.000460771843791008,0.5687664747238159,60.502774238586426,1763260115.3723912,3.3956021070480347e-06,-0.00043302029371261597,555,0.02015542984008789,35712,373.3375244140625,0.00027864822186529636,,0.0,1023.0,
0.00030649080872535706,0.5786759257316589,60.84543514251709,1763260115.7150521,0.00010073743760585785,-0.0011713169515132904,559,0.8222134113311768,36096,36.02616500854492,0.0002784178068395704,,0.0,1024.0,
,,61.481847524642944,1763260116.3514645,,,568,,36818,,,222.0,,,222.0
