losses/entropy,losses/clipfrac,_step,_runtime,losses/approx_kl,losses/policy_loss,charts/episodic_length,losses/explained_variance,losses/value_loss,charts/learning_rate,global_step,charts/episodic_return,_timestamp,charts/SPS,losses/old_approx_kl
0.6257579326629639,0.0,530,98.6524453163147,0.0006139110773801804,0.0023668278008699417,,0.0011644959449768066,147.2012939453125,0.0002802611270453781,33024,,1763260157.0900843,458.0,-0.001726655289530754
0.6104438900947571,0.0,539,100.19766306877136,0.0003247614949941635,-0.003085779957473278,,-0.015403389930725098,16.73818588256836,0.00027980029699392617,33792,,1763260158.635302,459.0,0.0011138524860143661
0.5499892234802246,0.0,547,101.54999470710754,0.000218893401324749,0.0031235981732606888,,-0.002990126609802246,67.87458038330078,0.00027941627195104957,34432,,1763260159.9876337,459.0,-0.002251812256872654
0.5935449004173279,0.0,555,102.87259244918823,0.00022289808839559555,0.0003982260823249817,,0.8623217344284058,10.765691757202148,0.00027903224690817297,35072,,1763260161.3102314,459.0,0.0007680607959628105
0.5833860635757446,0.04296875,559,103.60438752174377,0.008960499428212643,0.012135297060012817,,-2.2559573650360107,21.413787841796875,0.000278801831882447,35456,,1763260162.0420265,460.0,0.03453243523836136
0.6066495776176453,0.0,568,105.1344895362854,4.580244421958923e-06,-0.001047469675540924,,0.1630537509918213,182.58702087402344,0.0002783410018309951,36224,,1763260163.5721285,461.0,-0.00039097294211387634
0.5790799856185913,0.0,595,110.17072558403015,1.0866671800613403e-05,-0.002137519419193268,,0.1281396746635437,12.685445785522461,0.000276881706668064,38656,,1763260168.6083646,462.0,-0.0003673173487186432
0.5439701676368713,0.0,612,113.18718814849854,4.544854164123535e-05,0.001199113205075264,,0.43888020515441895,92.13526153564453,0.00027603688067756593,40064,,1763260171.6248271,462.0,-0.00022745877504348755
0.5469338297843933,0.0,614,113.68264031410217,0.00011534150689840317,-0.0021532848477363586,,-0.007214069366455078,10.677040100097656,0.0002758832706604153,40320,,1763260172.1202793,463.0,-0.00534376036375761
0.6316263675689697,0.0,630,116.61110520362854,2.5467947125434875e-05,-0.002878565341234207,,-0.018340468406677246,10.405144691467285,0.00027503841556608677,41728,,1763260175.0487442,463.0,0.001497764140367508
,,636,117.70052480697632,,,500.0,,,,42279,500.0,1763260176.1381638,,
0.5524265766143799,0.0,640,118.65444588661194,0.0017260108143091202,-0.009263135492801666,,0.39189356565475464,8.71242904663086,0.0002744239754974842,42752,,1763260177.092085,464.0,7.334724068641663e-05
,,650,120.50059533119202,,,451.0,,,,43730,451.0,1763260178.9382343,,
0.5667927861213684,0.0,664,123.49839925765991,0.00016344990581274033,0.0015651416033506393,,0.08100342750549316,7.080868244171143,0.0002729646803345531,45184,,1763260181.9360383,466.0,0.0016973605379462242
,,684,127.35165143013,,,500.0,,,,47230,500.0,1763260185.7892904,,
0.5723962187767029,0.0,689,128.4103171825409,0.00028361938893795013,0.005460146814584732,,-0.0024881362915039062,217.73260498046875,0.00027150538517162204,47616,,1763260186.8479562,467.0,-0.00021415576338768005
,,698,130.22335839271545,,,500.0,,,,48610,500.0,1763260188.6609974,,
0.5684552788734436,0.0,702,131.03753995895386,1.0557472705841064e-05,-0.0009140670299530029,,0.004423201084136963,297.7933654785156,0.00027073733508586884,48896,,1763260189.475179,468.0,-0.00036138109862804413
,,707,131.87354016304016,,,108.0,,,,49292,108.0,1763260190.3111792,,
0.5818124413490295,0.0,729,136.57327151298523,9.245239198207855e-06,0.0009119287133216858,,0.08590412139892578,3.8379602432250977,0.0002691244299057871,51584,,1763260195.0109105,469.0,-0.00031708646565675735
0.4897479712963104,0.0,757,142.16779327392578,8.552800863981247e-05,0.0033846646547317505,,0.011523187160491943,3.2186639308929443,0.0002675115247257054,54272,,1763260200.6054323,469.0,0.0024788612499833107
0.4757988154888153,0.001953125,762,143.4756784439087,0.001601499505341053,0.00867422018200159,,0.20175117254257202,2.9854063987731934,0.0002671274996828288,54912,,1763260201.9133174,469.0,0.004245252348482609
0.511258602142334,0.001953125,767,144.49839329719543,0.002379301004111767,-0.0011317804455757141,,-0.7009900808334351,3.835989236831665,0.0002668202796485275,55424,,1763260202.9360323,470.0,-0.004905198700726032
0.5301250219345093,0.0,775,146.0939667224884,0.00014478899538516998,-0.0007143281400203705,,0.4624742865562439,2.045748710632324,0.0002663594495970756,56192,,1763260204.5316057,470.0,0.0017997045069932938
0.5335164666175842,0.0,788,148.542959690094,0.00025387760251760483,-0.006541095674037933,,-0.3834630250930786,1.6769821643829346,0.0002655913995113224,57472,,1763260206.9805987,471.0,-0.00029364507645368576
,,797,150.1801996231079,,,161.0,,,,58330,161.0,1763260208.6178386,,
0.5354610085487366,0.0,806,151.93145656585693,0.00025734957307577133,-0.002693943679332733,,0.829047679901123,9.395936965942383,0.0002645929343998432,59136,,1763260210.3690956,471.0,0.0002540452405810356
0.48517906665802,0.052734375,815,153.6853723526001,0.0027712518349289894,-0.017542796209454536,,0.816729724407196,31.219310760498047,0.000264055299339816,60032,,1763260212.1230114,472.0,0.002031817100942135
0.5470618605613708,0.0,863,162.85022735595703,0.0010211318731307983,-0.006774529814720154,,-2.0552525520324707,0.2410929948091507,0.0002612135140225291,64768,,1763260221.2878664,475.0,-0.00712149403989315
0.5494517087936401,0.01171875,872,164.62729811668396,0.004087761044502258,-0.03695397824048996,,-0.17216956615447998,1.6085978746414185,0.0002606758789625019,65664,,1763260223.064937,475.0,-0.012120379135012627
0.5652938485145569,0.0,876,165.3632354736328,7.872655987739563e-05,-0.001996070146560669,,0.6579130291938782,13.224651336669922,0.0002604454639367759,66048,,1763260223.8008745,476.0,0.00030979327857494354
,,922,174.4876308441162,,,500.0,,,,70697,500.0,1763260232.9252698,,
0.5283836126327515,0.005859375,930,176.1991651058197,0.004789675585925579,-0.0037703514099121094,,-0.8810110092163086,0.0007789783412590623,0.00025714284856803715,71552,,1763260234.636804,478.0,0.00829979870468378
0.6042135953903198,0.0,938,177.69151663780212,0.00018554646521806717,-0.000791110098361969,,0.0003985762596130371,0.008425690233707428,0.00025668201851658523,72320,,1763260236.1291556,478.0,-0.0067436108365654945
,,941,178.17492079734802,,,500.0,,,,72697,500.0,1763260236.6125598,,
0.6158615946769714,0.0,942,178.4121778011322,0.00033099856227636337,0.002843797206878662,,-7.808208465576172e-05,299.1246032714844,0.00025645160349085927,72704,,1763260236.8498168,478.0,0.0011715004220604897
0.552017092704773,0.0,948,179.65747928619385,0.0006756652146577835,-0.005683664232492447,,-0.2106313705444336,0.0034377516712993383,0.00025606757844798267,73344,,1763260238.0951183,479.0,-0.007454877719283104
0.475462406873703,0.021484375,974,184.86562323570251,0.00671407300978899,-0.02422504499554634,,-0.7037336826324463,0.000721730466466397,0.00025445467326790094,76032,,1763260243.3032622,480.0,0.0025981897488236427
0.5201138854026794,0.0,980,186.09915614128113,6.034877151250839e-05,0.001488756388425827,,0.25324422121047974,3.61512866220437e-05,0.00025407064822502434,76672,,1763260244.5367951,480.0,-0.006873247213661671
0.510263204574585,0.0,985,187.07509851455688,0.00041773170232772827,-0.006616562604904175,,-0.05493760108947754,0.00014540919801220298,0.00025376342819072306,77184,,1763260245.5127375,481.0,-0.009455038234591484
,,995,188.91035270690918,,,500.0,,,,78197,500.0,1763260247.3479917,,
0.5079708695411682,0.0,997,189.32820773124695,0.0015410101041197777,-0.01090861763805151,,-0.09751176834106445,0.003026923630386591,0.0002530721831135452,78336,,1763260247.7658467,481.0,-0.012929503805935383
,,1015,192.94316005706787,,,500.0,,,,80197,500.0,1763260251.380799,,
,,1020,193.96084833145142,,,500.0,,,,80697,500.0,1763260252.3984873,,
0.48773840069770813,0.0,1031,196.19124913215637,0.00017501600086688995,0.0023068413138389587,,-0.0001932382583618164,166.09573364257812,0.000250998476985842,81792,,1763260254.6288881,482.0,0.004006300121545792
0.5021103024482727,0.0,1050,199.98344898223877,0.0009146081283688545,-0.003820963203907013,,-9.524822235107422e-05,372.11669921875,0.0002498464018572122,83712,,1763260258.421088,482.0,0.011779428459703922
0.4638946056365967,0.0,1053,200.67071533203125,0.0006515802815556526,-0.004691623151302338,,-0.11624014377593994,0.000141236960189417,0.0002496159868314862,84096,,1763260259.1083543,483.0,0.00014694128185510635
0.4519660174846649,0.046875,1058,201.55797052383423,0.010105629451572895,0.01570771262049675,,-0.1844639778137207,0.00024332539760507643,0.00024930876679718494,84608,,1763260259.9956095,483.0,0.03739110752940178
0.4741968512535095,0.00390625,1083,204.61267018318176,0.0030681220814585686,-0.0005059652030467987,,0.09899657964706421,0.00018019380513578653,0.00024777266662567854,87168,,1763260263.0503092,489.0,-0.01706557720899582
0.49019816517829895,0.005859375,1091,206.05018877983093,0.0019034016877412796,-0.0001721009612083435,,-0.23147380352020264,0.005338667891919613,0.0002473118365742266,87936,,1763260264.4878278,490.0,0.01626002974808216
0.5408389568328857,0.0,1106,208.7331554889679,0.0016196388751268387,-0.014045730233192444,,-0.341968297958374,0.0008232732070609927,0.0002463901764713228,89472,,1763260267.1707945,491.0,-0.015983935445547104
,,1118,210.80871868133545,,,500.0,,,,90697,500.0,1763260269.2463577,,
0.4661349952220917,0.0,1125,212.1616644859314,0.0006197905167937279,-0.012345482595264912,,-0.06338107585906982,0.0061369407922029495,0.00024523810134269297,91392,,1763260270.5993035,492.0,-0.007343708537518978
,,1133,213.1910696029663,,,500.0,,,,92197,500.0,1763260271.6287086,,
0.44805023074150085,0.0,1145,214.5776286125183,0.0012430744245648384,-0.00464906170964241,,-0.31427431106567383,0.003588720690459013,0.00024400922120548785,93440,,1763260273.0152676,497.0,-0.0016643041744828224
0.45657962560653687,0.00390625,1164,217.42570734024048,0.002224629744887352,-0.016708239912986755,,-0.03144657611846924,0.00353185273706913,0.00024285714607685804,95360,,1763260275.8633463,499.0,-0.005515707656741142
0.542648434638977,0.009765625,1165,217.63984608650208,0.0017817029729485512,-0.01637209951877594,,0.030379176139831543,0.0006894600810483098,0.00024278034106828272,95488,,1763260276.077485,499.0,0.012371948920190334
,,1172,218.86046528816223,,,500.0,,,,96197,500.0,1763260277.2981043,,
0.4463438391685486,0.0,1181,220.64964127540588,0.0006255796179175377,-0.0009741410613059998,,-0.09192872047424316,0.00014631049998570234,0.00024178187595680356,97152,,1763260279.0872803,500.0,-0.0016402723267674446
0.5331484079360962,0.0,1186,221.52325177192688,0.001843467354774475,-0.024009279906749725,,0.028423309326171875,0.00017907819710671902,0.00024147465592250228,97664,,1763260279.9608908,501.0,0.009915059432387352
,,1197,224.00647473335266,,,500.0,,,,98697,500.0,1763260282.4441137,,
0.5484018325805664,0.00390625,1213,226.20579481124878,0.0014153281226754189,-0.013276815414428711,,-0.08640861511230469,0.004104710649698973,0.00023986175074242055,100352,,1763260284.6434338,502.0,0.013710583560168743
0.5208836197853088,0.0,1215,226.492018699646,0.0015253815799951553,0.0034833718091249466,,0.43956607580184937,9.870262874756008e-05,0.00023970814072526991,100608,,1763260284.9296577,503.0,-0.005687965080142021
,,1226,227.67637085914612,,,500.0,,,,101697,500.0,1763260286.1140099,,
0.5270624756813049,0.0,1230,228.23288464546204,0.0001499699428677559,-0.0024533942341804504,,-0.3395957946777344,0.00016088964184746146,0.00023878648062236607,102144,,1763260286.6705236,506.0,0.005926988087594509
0.5143177509307861,0.0,1234,228.69788670539856,0.0018013231456279755,-0.013309367001056671,,0.28278428316116333,0.00058483931934461,0.0002385560655966401,102528,,1763260287.1355257,507.0,-0.004300994798541069
0.48738569021224976,0.0,1245,229.88616180419922,0.0002600550651550293,0.001288391649723053,,0.0034180283546447754,215.68629455566406,0.00023794162552803755,103552,,1763260288.3238008,509.0,0.0023085717111825943
0.5304436683654785,0.0,1254,230.89017009735107,6.601773202419281e-05,0.0024414658546447754,,-6.210803985595703e-05,452.5269775390625,0.0002374039904680103,104448,,1763260289.327809,511.0,0.002191733568906784
0.4775734543800354,0.0,1271,233.63521194458008,0.0008121402934193611,-0.0019556060433387756,,-0.45949041843414307,0.0006119217141531408,0.00023632872034795582,106240,,1763260292.072851,513.0,-0.001224215142428875
0.47691610455513,0.0,1299,238.64469528198242,0.0005531422793865204,-0.0005501490086317062,,-5.9485435485839844e-05,135.7467803955078,0.00023463901015929878,109056,,1763260297.0823343,514.0,-0.006076164543628693
0.48654717206954956,0.0,1339,245.28746223449707,0.0007684705778956413,-0.010229485109448433,,-2.3284194469451904,0.005125519819557667,0.00023218126443680376,113152,,1763260303.7251012,517.0,0.007715440355241299
0.4720255136489868,0.0,1340,245.42397093772888,0.0001268060877919197,-0.0032795779407024384,,-0.31947755813598633,0.00044290980440564454,0.00023210445942822844,113280,,1763260303.86161,517.0,0.003196463920176029
0.5376828908920288,0.0,1349,246.5158498287201,0.0013217749074101448,-0.01628148928284645,,0.14098787307739258,0.008297174237668514,0.0002315668243682012,114176,,1763260304.9534888,519.0,-0.012286677025258541
0.4723614752292633,0.00390625,1363,248.2504186630249,0.0026972778141498566,-0.016698002815246582,,-0.35676491260528564,0.005513449665158987,0.00023072196927387267,115584,,1763260306.6880577,521.0,0.014254426583647728
0.5449776649475098,0.0,1365,248.54645538330078,0.0021216562017798424,-0.003338925540447235,,-0.1349632740020752,0.00018836205708794296,0.00023056835925672203,115840,,1763260306.9840944,521.0,0.010122722946107388
0.542319655418396,0.0,1370,249.15500569343567,7.34962522983551e-05,-0.003797931596636772,,-0.11829721927642822,0.000246748881181702,0.00023026113922242075,116352,,1763260307.5926447,522.0,0.0003765411674976349
0.5413347482681274,0.0,1380,250.4498963356018,0.0007316451519727707,-0.002449832856655121,,0.0005115270614624023,0.0002672992122825235,0.0002296466991538182,117376,,1763260308.8875353,524.0,0.004056211560964584
,,1381,250.48166370391846,,,500.0,,,,117431,500.0,1763260308.9193027,,
0.5307930707931519,0.001953125,1388,251.38841128349304,0.0021322350949048996,-0.02152092009782791,,-0.031095504760742188,0.0052668265998363495,0.00022918586910236627,118144,,1763260309.8260503,525.0,0.012853389605879784
0.5603225231170654,0.0,1395,252.43358874320984,0.0007799873128533363,-0.0005815513432025909,,0.1602020263671875,0.00012102386972401291,0.00022872503905091435,118912,,1763260310.8712277,526.0,-0.00671094935387373
0.5110089778900146,0.001953125,1399,252.99223685264587,0.0025177467614412308,0.002330746501684189,,0.237659752368927,0.0003452967503108084,0.00022849462402518839,119296,,1763260311.4298759,526.0,0.008773546665906906
,,1405,253.70553827285767,,,500.0,,,,119931,500.0,1763260312.1431773,,
0.5351430177688599,0.0,1432,257.0452673435211,0.000991704873740673,-0.01614174246788025,,-0.3457467555999756,0.005459402222186327,0.00022649769380223006,122624,,1763260315.4829063,532.0,-0.0005132751539349556
0.45224782824516296,0.0,1433,257.2055149078369,0.0011707032099366188,0.003963641822338104,,-0.4126392602920532,0.000565826368983835,0.00022642088879365474,122752,,1763260315.643154,532.0,-0.0007460331544280052
,,1455,260.55805253982544,,,500.0,,,,124931,500.0,1763260318.9956915,,
0.48149147629737854,0.0,1456,260.7549669742584,0.0005795592442154884,-0.0008994489908218384,,-0.000217437744140625,287.517333984375,0.00022503839863929898,125056,,1763260319.192606,534.0,-0.0027865106239914894
0.5889996886253357,0.0,1457,260.9514400959015,0.001559428870677948,-0.03224697336554527,,-0.023212909698486328,0.0016348283970728517,0.00022496159363072366,125184,,1763260319.389079,534.0,0.008500991389155388
0.5268681049346924,0.0,1514,270.00265192985535,0.00017942767590284348,-0.003625340759754181,,-0.00014317035675048828,350.8819580078125,0.00022150538279674947,130944,,1763260328.440291,538.0,-0.0010224254801869392
0.5495910048484802,0.0,1521,271.27414655685425,0.00027344096451997757,-0.006593078374862671,,0.18846333026885986,0.0005187742644920945,0.00022104455274529755,131712,,1763260329.7117856,538.0,0.0002965712919831276
0.5536462664604187,0.0,1525,271.89084672927856,0.0003698514774441719,-0.0005169054493308067,,-0.015135645866394043,0.0042752972804009914,0.0002208141377195716,132096,,1763260330.3284857,538.0,-0.0021347450092434883
0.5773181319236755,0.0,1527,272.24304723739624,0.00012486428022384644,0.0021956004202365875,,-0.2993093729019165,0.00011591803195187822,0.00022066052770242095,132352,,1763260330.6806862,538.0,0.003809569403529167
0.5765555500984192,0.0,1529,272.4499726295471,0.0002645673230290413,-0.003033852204680443,,4.8160552978515625e-05,477.9426574707031,0.00022058372269384563,132480,,1763260330.8876116,538.0,-0.004962156526744366
0.517810046672821,0.0,1534,273.23795104026794,0.00043006427586078644,-0.008064217865467072,,-0.00011968612670898438,264.8130187988281,0.00022027650265954435,132992,,1763260331.67559,539.0,-0.0004599355161190033
0.5735970735549927,0.001953125,1536,273.619065284729,0.0013822969049215317,-0.0002876594662666321,,-0.2629896402359009,0.0006006102194078267,0.0002201228926423937,133248,,1763260332.0567043,539.0,0.005652429535984993
,,1543,274.52779245376587,,,500.0,,,,133931,500.0,1763260332.9654315,,
0.4885072708129883,0.0,1545,274.79988527297974,0.0007943594828248024,-0.006707068532705307,,-0.08233749866485596,0.0049980697222054005,0.00021958525758236647,134144,,1763260333.2375243,540.0,-0.0062495870515704155
0.5433645248413086,0.0,1546,274.9599175453186,0.0008984385058283806,0.00036944448947906494,,0.06530362367630005,0.00038899510400369763,0.00021950845257379115,134272,,1763260333.3975565,540.0,0.001018456183373928
,,1558,276.4903779029846,,,500.0,,,,135431,500.0,1763260334.928017,,
0.5384618043899536,0.0,1559,276.6312167644501,0.000744091346859932,0.0009452104568481445,,1.3649463653564453e-05,458.7359313964844,0.00021874040248803794,135552,,1763260335.0688558,542.0,-0.016663601621985435
0.5291661620140076,0.0,1563,277.1116237640381,0.0007081031799316406,0.0015268996357917786,,5.924701690673828e-05,398.5330810546875,0.00021850998746231198,135936,,1763260335.5492628,542.0,0.0035768207162618637
0.5452831983566284,0.0,1566,277.59197783470154,0.0011013029143214226,-0.0009895041584968567,,-0.13244879245758057,7.71848572185263e-05,0.00021827957243658602,136320,,1763260336.0296168,543.0,0.004170951433479786
0.49188506603240967,0.0,1588,280.2337791919708,0.0005511399358510971,-0.0008981488645076752,,-3.2067298889160156e-05,445.4212341308594,0.00021697388729080558,138496,,1763260338.6714182,546.0,-0.0017125755548477173
0.5374801158905029,0.0,1589,280.3872938156128,0.00016208365559577942,0.00019198283553123474,,0.2270057201385498,0.006289149634540081,0.00021689708228223026,138624,,1763260338.8249328,546.0,0.003160351887345314
,,1597,281.64659094810486,,,500.0,,,,139431,500.0,1763260340.08423,,
,,1607,283.30832982063293,,,500.0,,,,140431,500.0,1763260341.7459688,,
0.5830889940261841,0.0,1609,283.7250785827637,0.0003675837069749832,0.004930257797241211,,-0.09637880325317383,0.00402764743193984,0.00021566820214502513,140672,,1763260342.1627176,547.0,-0.0020312871783971786
0.4991319179534912,0.001953125,1610,283.9162335395813,0.0019221073016524315,-0.01303224265575409,,0.07905524969100952,0.0005377117195166647,0.00021559139713644981,140800,,1763260342.3538725,547.0,0.009626378305256367
,,1612,284.16139221191406,,,500.0,,,,140931,500.0,1763260342.5990312,,
,,1626,286.4331359863281,,,500.0,,,,142431,500.0,1763260344.870775,,
0.6343265771865845,0.0,1638,288.5521125793457,0.0008297348394989967,-0.01166648417711258,,-0.03927791118621826,0.004777408670634031,0.00021390168694779277,143616,,1763260346.9897516,548.0,0.0033390214666724205
0.5483971238136292,0.0,1687,295.1601459980011,0.0008792178705334663,-0.009986067190766335,,0.07317543029785156,0.010692605748772621,0.00021113670663908124,148224,,1763260353.597785,551.0,-0.00684244092553854
0.5191976428031921,0.001953125,1732,301.43848395347595,0.0041460637003183365,-0.017339907586574554,,-0.30988192558288574,0.0003077746951021254,0.00020837174088228494,152832,,1763260359.876123,556.0,0.01697583869099617
0.5545182228088379,0.0,1745,302.97468638420105,0.0003685643896460533,0.0029578804969787598,,0.00012421607971191406,378.88677978515625,0.00020760369079653174,154112,,1763260361.4123254,557.0,-0.0001279665157198906
0.4740975797176361,0.01171875,1753,303.97445845603943,0.004685369320213795,0.01328301802277565,,-0.9226455688476562,0.00020713353296741843,0.0002070660557365045,155008,,1763260362.4120975,558.0,0.021111737936735153
,,1754,304.0080726146698,,,500.0,,,,155012,500.0,1763260362.4457116,,
0.5607727766036987,0.0,1765,305.37562823295593,0.0008655069395899773,-0.004862873815000057,,-0.5588963031768799,0.004837579093873501,0.0002063748106593266,156160,,1763260363.8132672,560.0,-0.0020693326368927956
,,1768,305.71358823776245,,,500.0,,,,156512,500.0,1763260364.1512272,,
0.5563621520996094,0.0,1777,306.9938533306122,0.0010748235508799553,-0.001799851655960083,,-0.042472243309020996,5.061587580712512e-05,0.0002056067605735734,157440,,1763260365.4314923,561.0,-0.000475042499601841
0.5769462585449219,0.0,1818,312.9149625301361,0.000623021274805069,-0.006833279505372047,,0.08366400003433228,0.0040774475783109665,0.00020307219529058784,161664,,1763260371.3526015,564.0,0.008727090433239937
0.5108858942985535,0.0,1823,313.84603238105774,0.0008121365681290627,-0.007618628442287445,,-1.836916446685791,0.004902339074760675,0.00020276497525628656,162176,,1763260372.2836714,564.0,-0.0036325613036751747
0.5738512277603149,0.0,1851,318.6125078201294,0.0014598798006772995,-0.024768158793449402,,-0.16320264339447021,0.00023318486637435853,0.00020107526506762952,164992,,1763260377.0501468,565.0,0.019105376675724983
