losses/approx_kl,losses/explained_variance,_runtime,losses/value_loss,losses/policy_loss,losses/clipfrac,global_step,losses/entropy,charts/SPS,charts/learning_rate,_step,_timestamp,losses/old_approx_kl,charts/episodic_return,charts/episodic_length
0.0005891518667340279,0.3978736996650696,82.22626996040344,48.593170166015625,-0.005304522812366486,0.0,30848,0.5435477495193481,562.0,0.00028156681219115853,539,1763260138.480653,0.0013154307380318642,,
,,83.38418912887573,,,,31610,,,,547,1763260139.6385722,,265.0,265.0
,,84.44017553329468,,,,32207,,,,555,1763260140.6945586,,445.0,445.0
0.0006417557597160339,0.13370758295059204,85.02324342727661,103.04972076416016,0.01297113299369812,0.0,32512,0.6391323208808899,564.0,0.00028056834707967937,559,1763260141.2776265,-0.006326016038656235,,
,,85.83547806739807,,,,33013,,,,568,1763260142.0898612,,38.0,38.0
,,89.30249762535095,,,,35125,,,,595,1763260145.5568807,,285.0,285.0
0.001299021765589714,0.8771623373031616,91.50870323181152,19.259645462036133,-0.009384732693433762,0.0,36480,0.5508626103401184,569.0,0.00027818739181384444,612,1763260147.7630863,-0.00978139229118824,,
8.807796984910965e-05,0.7892029285430908,91.73693251609802,43.845211029052734,0.0021346211433410645,0.0,36608,0.5621582269668579,568.0,0.0002781105868052691,614,1763260147.9913156,-0.0029740212485194206,,
1.9109807908535004e-05,0.05815833806991577,93.82956385612488,227.60777282714844,-0.0030888020992279053,0.0,37888,0.6038047075271606,570.0,0.0002773425367195159,630,1763260150.083947,0.0009012455120682716,,
1.5562400221824646e-05,0.4999240040779114,94.63986277580261,27.821880340576172,-0.00113677978515625,0.0,38400,0.6015497446060181,571.0,0.00027703531668521464,636,1763260150.8942459,0.0002539250999689102,,
,,95.08743286132812,,,,38706,,,,640,1763260151.341816,,151.0,151.0
0.0006771460175514221,0.011313080787658691,96.27098798751831,429.6617126464844,-0.01760071888566017,0.0,39424,0.5482737421989441,572.0,0.0002764208766166121,650,1763260152.525371,0.007894439622759819,,
2.5736168026924133e-05,0.02796226739883423,98.24858665466309,180.75035095214844,-0.0020447522401809692,0.0,40704,0.5548944473266602,574.0,0.00027565285563468933,664,1763260154.5029697,0.00046868249773979187,,
7.471069693565369e-06,0.004115879535675049,100.74739837646484,24.643339157104492,-0.00011724047362804413,0.0,42240,0.5872290730476379,575.0,0.0002747311955317855,684,1763260157.0017815,0.00030750781297683716,,
,,101.38434743881226,,,,42697,,,,689,1763260157.6387305,,219.0,219.0
,,102.68426585197449,,,,43576,,,,698,1763260158.938649,,404.0,404.0
0.004918920807540417,0.00038880109786987305,103.25610828399658,302.5089111328125,0.003252387512475252,0.06640625,43904,0.6112598180770874,578.0,0.0002737327304203063,702,1763260159.5104914,0.032226402312517166,,
,,103.62115716934204,,,,44158,,,,707,1763260159.8755403,,45.0,45.0
,,105.93056964874268,,,,45354,,,,729,1763260162.1849527,,31.0,31.0
,,109.28095245361328,,,,47421,,,,757,1763260165.5353355,,180.0,180.0
,,109.8448793888092,,,,47871,,,,762,1763260166.0992625,,148.0,148.0
0.0033419523388147354,0.7319804430007935,110.55892276763916,11.196878433227539,-0.015398453921079636,0.0,48256,0.6032693386077881,580.0,0.00027112136012874544,767,1763260166.8133059,0.016662748530507088,,
6.165355443954468e-05,0.5034306645393372,111.76551628112793,22.616703033447266,0.0018704384565353394,0.0,49024,0.6102918982505798,581.0,0.0002706605300772935,775,1763260168.0198994,-0.0007028039544820786,,
,,113.62242698669434,,,,50236,,,,788,1763260169.87681,,78.0,78.0
0.000526726245880127,-0.1344130039215088,114.81675410270691,20.357765197753906,0.012451015412807465,0.0,50944,0.523922324180603,582.0,0.0002695084549486637,797,1763260171.0711372,-0.014743098989129066,,
,,115.9524085521698,,,,51640,,,,806,1763260172.2067916,,376.0,376.0
1.5336088836193085e-05,0.04965698719024658,117.16055655479431,22.969867706298828,-0.001973658800125122,0.0,52352,0.559821605682373,583.0,0.0002686635998543352,815,1763260173.4149396,0.0001784311607480049,,
,,124.32500576972961,,,,57123,,,,863,1763260180.5793889,,231.0,231.0
,,125.62802696228027,,,,58087,,,,872,1763260181.88241,,464.0,464.0
,,126.17975497245789,,,,58433,,,,876,1763260182.434138,,346.0,346.0
,,132.5356104373932,,,,62728,,,,922,1763260188.7899935,,329.0,329.0
,,133.65568780899048,,,,63598,,,,930,1763260189.910071,,370.0,370.0
0.00018314924091100693,0.22941386699676514,134.78176259994507,4.917075157165527,-0.005159780383110046,0.0,64256,0.5411014556884766,598.0,0.0002615207340568304,938,1763260191.0361457,0.0036040274426341057,,
,,135.18442058563232,,,,64607,,,,941,1763260191.4388037,,500.0,500.0
0.0007293634116649628,0.0011887550354003906,135.32749724388123,659.1499633789062,-0.0035596340894699097,0.0,64640,0.5082247853279114,598.0,0.00026129031903110445,942,1763260191.5818803,0.0010310951620340347,,
2.331845462322235e-05,0.01903688907623291,136.18322587013245,5.557838439941406,-0.0009028464555740356,0.0,65280,0.591812252998352,600.0,0.00026090629398822784,948,1763260192.437609,-0.0016622785478830338,,
0.0001275576651096344,0.01911020278930664,139.89073634147644,2.7655398845672607,-0.0023262575268745422,0.0,67968,0.50823974609375,604.0,0.0002592933888081461,974,1763260196.1451194,0.0010994449257850647,,
,,140.68629956245422,,,,68607,,,,980,1763260196.9406826,,500.0,500.0
,,141.36873579025269,,,,69107,,,,985,1763260197.6231189,,500.0,500.0
,,142.79146456718445,,,,70107,,,,995,1763260199.0458477,,500.0,500.0
0.00010847020894289017,0.09178781509399414,143.10888648033142,2.1161279678344727,-0.002328517846763134,0.0,70272,0.5376735329627991,607.0,0.00025791089865379035,997,1763260199.3632696,0.0020372485741972923,,
,,145.5729696750641,,,,72107,,,,1015,1763260201.8273528,,500.0,500.0
,,146.28774905204773,,,,72607,,,,1020,1763260202.5421321,,500.0,500.0
0.00020186789333820343,-5.042552947998047e-05,147.87797093391418,132.29693603515625,-0.0002172514796257019,0.0,73728,0.5478288531303406,611.0,0.0002558371634222567,1031,1763260204.132354,-0.00010200031101703644,,
0.0003332449123263359,-0.0032596588134765625,150.49262738227844,511.4560546875,-0.005858816206455231,0.0,75648,0.4890994727611542,614.0,0.0002546850882936269,1050,1763260206.7470105,0.006906262598931789,,
0.0026770196855068207,-0.024985671043395996,150.9804117679596,0.09398205578327179,-0.011783421039581299,0.001953125,76032,0.5723657011985779,615.0,0.00025445467326790094,1053,1763260207.2347949,-0.027740946039557457,,
0.0021079378202557564,-0.06494247913360596,151.69287395477295,0.06926745176315308,-0.013303946703672409,0.0,76544,0.5744038224220276,615.0,0.00025414745323359966,1058,1763260207.947257,0.0025005703791975975,,
0.012835990637540817,-0.46788525581359863,155.1591694355011,0.0007662600837647915,-0.02442260831594467,0.0546875,79104,0.51666259765625,619.0,0.00025261135306209326,1083,1763260211.4135525,0.037421755492687225,,
0.0018777074292302132,0.10006922483444214,156.21442127227783,0.00023390600108541548,-0.005875125527381897,0.0,79872,0.5449517369270325,620.0,0.0002521505521144718,1091,1763260212.4688044,0.01380517054349184,,
0.0037219086661934853,0.3059248924255371,158.2544550895691,0.000784197764005512,0.018926944583654404,0.005859375,81408,0.5545485615730286,622.0,0.00025122889201156795,1106,1763260214.5088382,0.012055210769176483,,
,,159.81025791168213,,,,82607,,,,1118,1763260216.064641,,500.0,500.0
0.00892656110227108,-0.1482243537902832,160.84575867652893,0.004295206628739834,-0.031730666756629944,0.017578125,83328,0.5408260226249695,624.0,0.00025007681688293815,1125,1763260217.1001418,-0.025059495121240616,,
,,161.89174485206604,,,,84107,,,,1133,1763260218.146128,,500.0,500.0
0.0011986522004008293,0.05585837364196777,163.53047513961792,0.0003367738681845367,-0.007259314879775047,0.0,85376,0.5391147136688232,627.0,0.000248847936745733,1145,1763260219.7848582,0.0012827785685658455,,
0.0024638427421450615,-0.0023883581161499023,165.98790073394775,1123.15673828125,-0.0037927962839603424,0.00390625,87168,0.5507651567459106,628.0,0.00024777266662567854,1164,1763260222.2422838,-0.006855041719973087,,
0.0035035964101552963,0.16461431980133057,166.1535520553589,0.007337245158851147,-0.028319574892520905,0.0,87296,0.5606802701950073,629.0,0.0002476958616171032,1165,1763260222.4079351,0.01655901037156582,,
0.0015628347173333168,0.07807070016860962,167.1469247341156,0.00019797658023890108,-0.004530996084213257,0.0,88064,0.5253640413284302,630.0,0.0002472350315656513,1172,1763260223.4013078,0.015902157872915268,,
0.0015941588208079338,-0.12633013725280762,168.3522024154663,0.0008159353747032583,-0.004698863252997398,0.001953125,88960,0.5688946843147278,631.0,0.00024669739650562406,1181,1763260224.6065855,-0.006464176811277866,,
0.001321159303188324,0.05660367012023926,169.06096982955933,0.0002632570103742182,-0.005409851670265198,0.0,89472,0.5254364013671875,631.0,0.0002463901764713228,1186,1763260225.315353,0.005518374964594841,,
0.0011351564899086952,-7.355213165283203e-05,170.4550621509552,261.646240234375,-0.0018578022718429565,0.0,90496,0.5555419325828552,632.0,0.0002457757364027202,1197,1763260226.7094452,0.017001520842313766,,
0.0007023913785815239,-0.051094651222229004,172.60887145996094,0.004286763723939657,-0.0013288389891386032,0.0,92160,0.549456775188446,634.0,0.00024477727129124105,1213,1763260228.8632545,0.002200818620622158,,
0.0004022326320409775,-0.31018292903900146,172.93204951286316,0.0002967269392684102,-0.0012400662526488304,0.0,92416,0.5295483469963074,635.0,0.0002446236612740904,1215,1763260229.1864326,-0.0015535783022642136,,
,,174.3422772884369,,,,93478,,,,1226,1763260230.5966604,,500.0,500.0
0.0036872997879981995,0.3421037793159485,175.3287651538849,0.0004777503199875355,-0.012567050755023956,0.0,93952,0.47644075751304626,635.0,0.00024370200117118657,1230,1763260231.5831482,0.028970124199986458,,
0.0005835648626089096,0.01912456750869751,175.93090081214905,0.0007205946603789926,-0.009293723851442337,0.0,94336,0.4796750545501709,635.0,0.0002434715861454606,1234,1763260232.185284,0.00041943788528442383,,
,,177.40372705459595,,,,95478,,,,1245,1763260233.6581101,,500.0,500.0
0.002680000849068165,0.2821064591407776,178.670259475708,0.00016830100503284484,-0.009854333475232124,0.0,96384,0.45117008686065674,637.0,0.00024224270600825548,1254,1763260234.9246426,0.0012534158304333687,,
,,180.65659046173096,,,,97886,,,,1271,1763260236.9109735,,215.0,215.0
0.0002779364585876465,-1.0919127464294434,184.21423077583313,0.02887307107448578,0.0013318099081516266,0.0,100480,0.43252623081207275,640.0,0.00023978494573384523,1299,1763260240.4686139,-0.0045922547578811646,,
0.0026382077485322952,0.4424091577529907,190.07423901557922,0.013011667877435684,-0.02803795412182808,0.00390625,104576,0.4332214593887329,642.0,0.00023732718545943499,1339,1763260246.328622,0.015313303098082542,,
,,190.1193675994873,,,,104667,,,,1340,1763260246.3737507,,500.0,500.0
0.0031698821112513542,-7.779759407043457,191.42492079734802,0.0034339993726462126,0.0033321455121040344,0.033203125,105600,0.3618417978286743,643.0,0.00023671274539083242,1349,1763260247.679304,0.021029582247138023,,
0.00033806730061769485,-0.8537188768386841,193.36096358299255,0.0007694729720242321,0.006128579378128052,0.0,107008,0.4635634422302246,644.0,0.0002358678902965039,1363,1763260249.6153467,0.0063593415543437,,
,,193.55924129486084,,,,107167,,,,1365,1763260249.8136244,,500.0,500.0
,,194.24877071380615,,,,107667,,,,1370,1763260250.5031538,,500.0,500.0
0.0003094412386417389,-0.0001125335693359375,195.6058235168457,908.3380737304688,0.0023373961448669434,0.0,108672,0.4860445559024811,646.0,0.00023486942518502474,1380,1763260251.8602066,6.669200956821442e-05,,
0.0027077533304691315,0.6073468923568726,195.74250102043152,0.005353476852178574,-0.012531779706478119,0.00390625,108800,0.5434955954551697,646.0,0.00023479262017644942,1381,1763260251.996884,0.0054077524691820145,,
0.0002511562779545784,-0.15860998630523682,196.75854349136353,0.00016892558778636158,-0.0015321671962738037,0.0,109568,0.5178077220916748,646.0,0.0002343317901249975,1388,1763260253.0129266,-0.0010057790204882622,,
0.00020286627113819122,-0.00031113624572753906,197.58837008476257,506.8632507324219,-0.005743391811847687,0.0,110208,0.46075204014778137,647.0,0.00023394777963403612,1395,1763260253.8427532,0.000406116247177124,,
,,198.09055972099304,,,,110667,,,,1399,1763260254.3449428,,500.0,500.0
0.001412208192050457,0.0008707046508789062,198.8779649734497,733.1696166992188,0.0075747184455394745,0.0,111232,0.4494805932044983,648.0,0.00023333333956543356,1405,1763260255.132348,-0.014192820526659489,,
0.006966669112443924,-0.9941045045852661,202.6244833469391,0.00038099350058473647,0.00651559978723526,0.017578125,114048,0.46763086318969727,650.0,0.00023164362937677652,1432,1763260258.8788664,-0.01685774326324463,,
,,202.67957425117493,,,,114167,,,,1433,1763260258.9339573,,500.0,500.0
0.0003800559788942337,-0.8394403457641602,205.09498190879822,0.006677720695734024,-0.010032802820205688,0.0,116352,0.40511977672576904,654.0,0.00023026113922242075,1455,1763260261.349365,0.003090912476181984,,
0.0001806989312171936,-0.10838520526885986,205.2070119380951,0.00047579652164131403,0.0023834221065044403,0.0,116480,0.3752325475215912,655.0,0.00023018433421384543,1456,1763260261.461395,-0.004842791706323624,,
0.00030154362320899963,0.26628929376602173,205.3174352645874,0.0001849048858275637,0.0014909543097019196,0.0,116608,0.3412334620952606,655.0,0.0002301075292052701,1457,1763260261.5718184,0.00040832534432411194,,
0.000902869738638401,-0.024029254913330078,212.60389804840088,0.006465562153607607,-0.00020559877157211304,0.0,122368,0.4080367088317871,660.0,0.0002266513038193807,1514,1763260268.8582811,-0.002295210026204586,,
0.005589745007455349,-0.18277204036712646,213.6302511692047,0.00014892373292241246,0.001360774040222168,0.009765625,123136,0.4248795807361603,661.0,0.00022619047376792878,1521,1763260269.8846343,0.03469594568014145,,
0.003073933534324169,-0.21345055103302002,214.16704607009888,0.0007645404548384249,0.00027350708842277527,0.005859375,123520,0.4116416573524475,661.0,0.00022596005874220282,1525,1763260270.4214292,0.01806791126728058,,
,,214.38066172599792,,,,123667,,,,1527,1763260270.6350448,,500.0,500.0
0.001439628191292286,0.06920504570007324,214.727605342865,0.006179302930831909,0.0021603498607873917,0.0,123904,0.46122607588768005,661.0,0.00022572964371647686,1529,1763260270.9819884,-0.0002811634913086891,,
0.003167973831295967,0.009975433349609375,215.2029688358307,0.005201688501983881,-0.002037426456809044,0.005859375,124416,0.46928665041923523,662.0,0.00022542242368217558,1534,1763260271.457352,-0.0036223214119672775,,
,,215.36349391937256,,,,124667,,,,1536,1763260271.617877,,500.0,500.0
0.006808600388467312,-0.32327795028686523,216.03408455848694,0.009703571908175945,-0.03920011967420578,0.001953125,125312,0.5306845903396606,664.0,0.00022488478862214833,1543,1763260272.2884676,0.032113492488861084,,
0.000866323709487915,-0.47963881492614746,216.25719380378723,0.0005601257435046136,-0.016893580555915833,0.0,125568,0.4824163019657135,664.0,0.0002247311786049977,1545,1763260272.511577,0.001470876857638359,,
,,216.2935769557953,,,,125667,,,,1546,1763260272.54796,,500.0,500.0
0.0004102364182472229,-2.0456111431121826,217.41772985458374,0.010613872669637203,-0.003381159156560898,0.0,126848,0.4067777693271637,667.0,0.0002239631285192445,1558,1763260273.672113,-0.004861986264586449,,
0.0023253709077835083,0.1515970230102539,217.5637538433075,0.0009516167920082808,0.002910848706960678,0.001953125,126976,0.4219321310520172,667.0,0.00022388632351066917,1559,1763260273.818137,0.002861691638827324,,
0.0019930442795157433,-0.24590909481048584,217.9023895263672,0.00934496521949768,0.0010874252766370773,0.005859375,127360,0.3841380178928375,668.0,0.0002236559084849432,1563,1763260274.1567726,0.010711949318647385,,
,,218.15612268447876,,,,127667,,,,1566,1763260274.4105058,,500.0,500.0
0.003818846307694912,0.049517929553985596,221.5417594909668,0.0023220174480229616,-0.005341861397027969,0.015625,129920,0.38150840997695923,669.0,0.00022211982286535203,1588,1763260277.7961426,0.023977212607860565,,
0.0011536497622728348,0.34369510412216187,221.70809364318848,0.0002675786963663995,-0.01693832501769066,0.00390625,130048,0.3083999752998352,669.0,0.00022204301785677671,1589,1763260277.9624767,0.0010616537183523178,,
0.0010538194328546524,0.320880651473999,222.78999257087708,0.008203733712434769,-0.001412704586982727,0.0,130816,0.3740217685699463,669.0,0.0002215821878053248,1597,1763260279.0443757,0.006525447592139244,,
0.0005597779527306557,-0.23698854446411133,224.19468355178833,0.009511174634099007,-0.005825258791446686,0.001953125,131840,0.29758548736572266,669.0,0.00022096774773672223,1607,1763260280.4490666,-0.012230460532009602,,
0.0034550707787275314,-0.7395222187042236,224.52053689956665,0.00044859753688797355,-0.019559010863304138,0.01171875,132096,0.31891682744026184,670.0,0.0002208141377195716,1609,1763260280.77492,-0.010461085475981236,,
,,224.5617277622223,,,,132167,,,,1610,1763260280.8161108,,500.0,500.0
0.0015093833208084106,-0.090614914894104,224.88386607170105,0.008447473868727684,-0.002642963081598282,0.0,132352,0.41970425844192505,670.0,0.00022066052770242095,1612,1763260281.1382492,0.0012763161212205887,,
0.00021012872457504272,7.50422477722168e-05,226.8085014820099,725.413818359375,0.0010505616664886475,0.0,133760,0.4019455313682556,670.0,0.00021981567260809243,1626,1763260283.0628846,0.003956612199544907,,
0.00043436139822006226,-0.315942645072937,228.12887907028198,0.0007380672614090145,0.003206409513950348,0.0,135040,0.35603952407836914,672.0,0.00021904762252233922,1638,1763260284.3832622,0.0016685500741004944,,
0.003960618749260902,-0.09699726104736328,232.76161766052246,0.0007876575109548867,-0.040496330708265305,0.001953125,140032,0.4864625632762909,681.0,0.00021605222718790174,1687,1763260289.0160007,0.011523659341037273,,
0.010791871696710587,0.08827877044677734,238.6075894832611,0.00021903900778852403,-0.03068186715245247,0.05078125,144640,0.4396241009235382,684.0,0.0002132872468791902,1732,1763260294.8619726,0.06296848505735397,,
0.0028163576498627663,-0.0053528547286987305,240.34442567825317,0.002084310632199049,-0.006582222878932953,0.009765625,145920,0.45430758595466614,685.0,0.000212519196793437,1745,1763260296.5988088,-0.01192307099699974,,
0.000934169627726078,2.294778823852539e-05,241.38373732566833,592.300537109375,-0.003020741045475006,0.00390625,146688,0.5039525628089905,685.0,0.00021205836674198508,1753,1763260297.6381204,0.005167069844901562,,
0.0019367793574929237,-0.15954792499542236,241.551584482193,0.0068528312258422375,-0.01915617287158966,0.00390625,146816,0.4726192355155945,685.0,0.00021198156173340976,1754,1763260297.8059676,0.0073593417182564735,,
0.004441084340214729,-0.25639188289642334,243.06529760360718,0.0007323565660044551,0.007369879633188248,0.029296875,147968,0.40173450112342834,686.0,0.00021129031665623188,1765,1763260299.3196807,0.018448401242494583,,
0.0006601912900805473,5.364418029785156e-07,243.463702917099,725.2720336914062,-0.007506147027015686,0.0,148224,0.4126584231853485,686.0,0.00021113670663908124,1768,1763260299.718086,0.010230888612568378,,
,,244.64811038970947,,,,149167,,,,1777,1763260300.9024935,,500.0,500.0
0.0006691887974739075,-0.2334120273590088,248.96742367744446,0.006511202082037926,-0.0028957463800907135,0.0,153344,0.5632289052009583,692.0,0.00020806452084798366,1818,1763260305.2218068,0.0050937701016664505,,
0.00020904652774333954,-0.0743933916091919,249.43391180038452,0.0063828956335783005,-0.0018754005432128906,0.0,153856,0.520404577255249,692.0,0.00020775730081368238,1823,1763260305.688295,-0.0023678727447986603,,
0.0006182854995131493,-0.00022673606872558594,252.0220422744751,371.99822998046875,0.00011348724365234375,0.0,156672,0.5326851606369019,697.0,0.00020606759062502533,1851,1763260308.2764254,-0.00013510603457689285,,
0.00044988561421632767,-0.0001226663589477539,252.47496962547302,719.2040405273438,-0.0012010317295789719,0.0,157184,0.5055391192436218,698.0,0.00020576037059072405,1856,1763260308.7293527,-0.0016274983063340187,,
0.00013920944184064865,-0.07759678363800049,253.64001417160034,0.0008846600539982319,-0.004673264920711517,0.0,158464,0.49120259284973145,700.0,0.00020499232050497085,1868,1763260309.8943973,0.0027979230508208275,,
0.0003589009866118431,-0.5969233512878418,254.13271307945251,0.0008386338595300913,-0.004665277898311615,0.0,158976,0.45571112632751465,701.0,0.00020468510047066957,1873,1763260310.3870962,-0.0037121260538697243,,
0.0002835346385836601,-0.14629924297332764,254.47155141830444,0.006947172340005636,-0.004856616258621216,0.0,159360,0.4955609440803528,701.0,0.0002044546854449436,1877,1763260310.7259345,0.004821064881980419,,
0.0010768529027700424,0.0001946091651916504,255.3036985397339,523.5350341796875,-0.024607578292489052,0.0,160256,0.4313303828239441,703.0,0.00020391705038491637,1886,1763260311.5580816,0.0016301386058330536,,
,,256.1354191303253,,,,161167,,,,1895,1763260312.3898022,,500.0,500.0
0.0028936946764588356,-0.1962488889694214,256.9166889190674,0.0001716509577818215,0.0026700831949710846,0.001953125,162048,0.35423198342323303,706.0,0.00020284178026486188,1903,1763260313.171072,0.017771895974874496,,
0.002579702064394951,0.16917073726654053,257.181116104126,0.006142118480056524,-0.0156599972397089,0.005859375,162304,0.4052780866622925,706.0,0.00020268817024771124,1906,1763260313.4354992,0.006869953125715256,,
0.0053522540256381035,-3.445594310760498,258.3412537574768,0.00043453462421894073,-0.015881240367889404,0.015625,163584,0.4270457625389099,708.0,0.00020192012016195804,1918,1763260314.5956368,-0.017050791531801224,,
1.9072555005550385e-05,-5.638599395751953e-05,258.45653796195984,887.77001953125,0.0010847486555576324,0.0,163712,0.39999037981033325,708.0,0.00020184331515338272,1920,1763260314.710921,0.0014355173334479332,,
