losses/entropy,charts/episodic_length,global_step,_runtime,charts/SPS,losses/approx_kl,losses/policy_loss,losses/old_approx_kl,_timestamp,losses/clipfrac,losses/value_loss,losses/explained_variance,charts/learning_rate,_step,charts/episodic_return
,,0,24.29276156425476,,,,,1763260102.2000356,,,,,0,
,21.0,138,26.331048488616943,,,,,1763260104.2383225,,,,,7,21.0
0.6836184859275818,,640,26.976920127868652,681.0,0.000122864730656147,-0.0043731555342674255,-0.00018732715398073196,1763260104.8841941,0.0,273.867919921875,0.008647739887237549,0.0002996927942149341,33,
,41.0,801,27.147153854370117,,,,,1763260105.0544279,,,,,41,41.0
,41.0,926,27.31447744369507,,,,,1763260105.2217515,,,,,47,41.0
0.6599758863449097,,1280,27.79942750930786,726.0,0.0006165821105241776,0.003115810453891754,0.004314986988902092,1763260105.7067015,0.0,76.502685546875,-0.00014269351959228516,0.0002993087691720575,64,
,39.0,1662,28.10042142868042,,,,,1763260106.0076954,,,,,74,39.0
,21.0,1725,28.21651792526245,,,,,1763260106.123792,,,,,77,21.0
,37.0,2040,28.550981760025024,,,,,1763260106.4582558,,,,,88,37.0
,30.0,2441,29.034154891967773,,,,,1763260106.941429,,,,,102,30.0
,15.0,2479,29.07680320739746,,,,,1763260106.9840772,,,,,104,15.0
,40.0,3432,30.04349708557129,,,,,1763260107.950771,,,,,133,40.0
,77.0,3875,30.49629831314087,,,,,1763260108.4035723,,,,,147,77.0
0.580538272857666,,3968,30.59993267059326,869.0,4.111509770154953e-05,-0.00341782346367836,0.00041517335921525955,1763260108.5072067,0.0,432.7046813964844,-0.0136641263961792,0.0002976958639919758,149,
,114.0,4003,30.621358633041382,,,,,1763260108.5286326,,,,,150,114.0
,54.0,4179,30.776632070541382,,,,,1763260108.683906,,,,,155,54.0
,51.0,4230,30.868039846420288,,,,,1763260108.7753139,,,,,157,51.0
,44.0,4967,31.48704242706299,,,,,1763260109.3943164,,,,,172,44.0
,26.0,5922,32.42988085746765,,,,,1763260110.3371549,,,,,195,26.0
,54.0,6339,32.81292390823364,,,,,1763260110.720198,,,,,203,54.0
,118.0,6734,33.17287254333496,,,,,1763260111.0801466,,,,,213,118.0
,152.0,6920,33.38019633293152,,,,,1763260111.2874703,,,,,217,152.0
,108.0,7449,33.87601661682129,,,,,1763260111.7832906,,,,,228,108.0
,63.0,7711,34.11495804786682,,,,,1763260112.022232,,,,,233,63.0
,105.0,8629,35.36843490600586,,,,,1763260113.275709,,,,,251,105.0
,120.0,9171,35.91549754142761,,,,,1763260113.8227715,,,,,259,120.0
,41.0,9397,36.16447901725769,,,,,1763260114.071753,,,,,265,41.0
,43.0,9710,36.443780183792114,,,,,1763260114.3510542,,,,,273,43.0
0.5662671327590942,,9728,36.5290949344635,927.0,8.051097393035889e-05,0.001147652044892311,0.000716429203748703,1763260114.436369,0.0,36.63007354736328,-0.005170106887817383,0.0002942396386060864,274,
0.605228066444397,,10880,37.70919156074524,932.0,6.194319576025009e-05,-0.002982527017593384,-0.0021039647981524467,1763260115.6164656,0.0,134.39732360839844,0.0032338500022888184,0.0002935483935289085,292,
0.6047701239585876,,12672,39.43369913101196,945.0,0.0002904599532485008,-0.0068570710718631744,-0.007403054274618626,1763260117.3409731,0.0,58.577877044677734,0.3142582178115845,0.000292473123408854,327,
0.5763839483261108,,12800,39.549673080444336,947.0,0.00022735074162483215,-0.006809372454881668,0.0035739466547966003,1763260117.456947,0.0,87.08807373046875,0.049174726009368896,0.0002923963184002787,330,
0.605419397354126,,12928,39.662675619125366,948.0,7.443130016326904e-06,0.0016959775239229202,-0.0014640800654888153,1763260117.5699496,0.0,341.1603698730469,0.010307252407073975,0.00029231951339170337,332,
,95.0,13231,39.91061496734619,,,,,1763260117.817889,,,,,337,95.0
0.5819757580757141,,13440,40.15507435798645,952.0,3.407523036003113e-05,-0.003195401281118393,0.0009641330689191818,1763260118.0623484,0.0,547.6317138671875,0.03408700227737427,0.0002920122933574021,340,
,71.0,15429,41.95016884803772,,,,,1763260119.8574429,,,,,370,71.0
,243.0,17196,43.63243889808655,,,,,1763260121.539713,,,,,396,243.0
,196.0,19364,45.69916653633118,,,,,1763260123.6064405,,,,,425,196.0
0.5764894485473633,,20480,46.754154682159424,988.0,6.09084963798523e-07,-0.00016615167260169983,-0.000156402587890625,1763260124.6614287,0.0,512.6294555664062,-0.12069213390350342,0.00028778801788575947,441,
0.5913408398628235,,21120,47.32236671447754,992.0,5.5907294154167175e-06,-0.0004052482545375824,0.00022516492754220963,1763260125.2296407,0.0,107.76026153564453,0.2909820079803467,0.00028740399284288287,450,
,137.0,22392,48.4589364528656,,,,,1763260126.3662105,,,,,471,137.0
,165.0,23099,49.16484594345093,,,,,1763260127.07212,,,,,481,165.0
0.5951817035675049,,23808,49.86367058753967,999.0,7.662922143936157e-05,0.0013105794787406921,-0.002219146117568016,1763260127.7709446,0.0,48.668861389160156,0.4929242730140686,0.00028579108766280115,490,
,160.0,24806,50.73387050628662,,,,,1763260128.6411445,,,,,504,160.0
0.6203316450119019,,25472,51.393269300460815,1004.0,1.7197802662849426e-05,-0.0010183937847614288,0.0009978357702493668,1763260129.3005433,0.0,63.77464294433594,0.5281449556350708,0.000284792622551322,515,
,165.0,26434,52.262129068374634,,,,,1763260130.169403,,,,,530,165.0
0.5708531141281128,,27008,52.842859506607056,1007.0,1.463480293750763e-05,-0.0022184886038303375,0.0017203986644744873,1763260130.7501335,0.0,101.39849853515625,0.4768754243850708,0.00028387096244841814,539,
,146.0,27515,53.24099135398865,,,,,1763260131.1482654,,,,,547,146.0
,33.0,27939,53.6658456325531,,,,,1763260131.5731196,,,,,555,33.0
,96.0,28199,53.93787360191345,,,,,1763260131.8451476,,,,,559,96.0
0.5941636562347412,,28928,54.61127853393555,1012.0,0.003462749533355236,-0.029657840728759766,-0.01699954643845558,1763260132.5185525,0.0,116.25824737548828,0.2476367950439453,0.00028271888731978834,568,
,114.0,30944,56.785629987716675,,,,,1763260134.692904,,,,,595,114.0
,107.0,32149,57.95401334762573,,,,,1763260135.8612874,,,,,612,107.0
0.5958186388015747,,32256,58.099345684051514,1006.0,0.00013848766684532166,-0.004254341125488281,0.0052667781710624695,1763260136.0066197,0.0,258.0234375,0.4192504286766052,0.00028072195709683,614,
0.6099417805671692,,33408,59.171815156936646,1008.0,1.341104507446289e-06,-0.0004423297941684723,-0.0003246534615755081,1763260137.0790892,0.0,248.5376739501953,0.10774374008178711,0.00028003071201965213,630,
,88.0,33900,59.55696105957031,,,,,1763260137.464235,,,,,636,88.0
0.5953993201255798,,34048,59.75002670288086,1009.0,1.7480924725532532e-06,0.00035688653588294983,-0.000516149215400219,1763260137.6573007,0.0,378.417236328125,0.10308516025543213,0.0002796466869767755,640,
0.6331895589828491,,34560,60.25739240646362,1009.0,4.254654049873352e-05,-0.0006463006138801575,-0.0009276214987039566,1763260138.1646664,0.0,130.8793487548828,0.4464454650878906,0.00027933946694247425,650,
0.6023435592651367,,35712,61.32382154464722,1012.0,2.263672649860382e-05,-0.0002714209258556366,-0.0005809608846902847,1763260139.2310956,0.0,183.0632781982422,0.5784247517585754,0.00027864822186529636,664,
0.6050536632537842,,37120,62.616461515426636,1014.0,1.0981224477291107e-05,-8.516758680343628e-05,-2.7837231755256653e-06,1763260140.5237355,0.0,73.0055923461914,0.7041563987731934,0.00027780336677096784,684,
,185.0,37463,62.87341570854187,,,,,1763260140.7806897,,,,,689,185.0
